,X1,X2,y
0,3.48097481049645,-2.5429799856715447,0
1,4.859718589711547,-2.760549720431108,0
2,4.166221453971681,-3.4632398323372273,0
3,2.613536932363339,-1.9684069455161808,0
4,3.7087610809535168,-4.338103477465049,0
5,-5.176078704812477,2.299543275706365,1
6,-4.358971969611531,0.7777871778376194,1
7,4.477435594200259,-3.3037867471727975,0
8,2.5460020752222823,-4.9691386884185915,0
9,-5.649658407666486,1.3152625904717097,1
10,3.1880580070338054,-4.363691863392885,0
11,-5.462695665153487,1.476259123454036,1
12,-4.936325171097163,2.6098928116923954,1
13,-3.9228957845848944,0.04269131914924784,1
14,2.940981058956866,-3.223276906925266,0
15,4.092049122445806,-5.00238675078768,0
16,-5.8491774222866475,-0.0945334872770287,1
17,-5.072482441530464,0.016411713007407513,1
18,4.08980763507748,-4.889278873239244,0
19,3.477925008574792,-3.7728284110410684,0
20,4.230594385490382,-5.376993354034171,0
21,2.9303304541988373,-3.967013511154309,0
22,3.4395588518086906,-3.8015667418243306,0
23,-7.080617568293185,0.10422507998843877,1
24,-4.46262235722198,0.8083278993866028,1
25,4.357975588261745,-4.519512459795803,0
26,-6.190861094752903,1.1989531170873784,1
27,-4.759056729825854,3.197072444208931,1
28,3.490601530664691,-4.230425951478122,0
29,-5.331866930613067,0.22315726163069372,1
30,4.698538476010763,-4.959544346660092,0
31,4.98050956325832,-4.404823827338871,0
32,4.164445380402799,-5.774575070438891,0
33,-5.0346862576704785,1.840038780899481,1
34,-5.9208542821272765,0.921389028249891,1
35,2.333656594315377,-5.999242616082039,0
36,5.859216145956255,-4.085730975552499,0
37,-6.604701064912543,2.241218247862707,1
38,-5.069889966520833,1.3926141844837248,1
39,-3.6978776700767897,2.4327188507382127,1
40,-6.300919055045963,0.7445518541082302,1
41,-4.739883919057929,-0.09341995184479046,1
42,3.619436471103957,-5.096925259993383,0
43,-4.324242703031329,1.306577129080526,1
44,-3.760235636831719,1.379990261648557,1
45,-4.521223983312484,2.0646199253914164,1
46,-5.602403607752428,0.27109009962666863,1
47,3.7682082863088553,-5.15394562461627,0
48,3.502921648232332,-5.3788094746541875,0
49,-6.828456622619917,0.5268412392275228,1
50,3.936367355463797,-5.470839169372308,0
51,4.985904982326248,-3.1203243779973984,0
52,4.481921059257555,-4.591547619825354,0
53,-5.595198599582425,1.0888932109284901,1
54,2.34711000244792,-5.176491767561987,0
55,4.939855757832172,-3.416965205901259,0
56,-5.6669988590488,-0.23319892556174815,1
57,3.800039910816428,-3.7742783543426413,0
58,-3.643645282963341,1.9560229062632435,1
59,4.138016743528518,-4.2145991491640045,0
60,-4.629499608963667,1.1005802168031005,1
61,4.485932416867277,-4.489293423268037,0
62,5.884127477580992,-4.334637669169149,0
63,-4.000663167143118,1.059207202074325,1
64,4.820300462435924,-3.7202607616650636,0
65,-5.345759753671767,1.2120213502445842,1
66,-6.6985394173555335,0.7093575036391618,1
67,-5.403585105373564,0.7729117872683952,1
68,3.1789129101802125,-3.706876317140382,0
69,-4.681122610745554,0.8942116653698978,1
70,4.635716552441837,-3.8464831190909794,0
71,-5.997640930483606,0.04721147106354473,1
72,3.8596578599545865,-5.178708936690283,0
73,3.533227789547534,-4.3155345187355625,0
74,4.280834228517701,-4.232371104778069,0
75,-4.889439703248042,1.2667310587888216,1
76,-3.8415049195949695,0.5865667125878158,1
77,3.6048964704383244,-4.444213575349571,0
78,-4.92931024901623,1.039644054617117,1
79,-6.09685296305749,2.7854291254768517,1
80,-8.543811782568191,2.482122974601121,1
81,5.629131551456256,-4.082987871342076,0
82,-6.289921214520261,0.5274470324441518,1
83,-7.168039971112066,-0.5447621521604331,1
84,-5.960673887338526,1.9503803050450208,1
85,-5.380443246056587,1.0447976853042398,1
86,-4.1470029858741695,4.1042362284790155,1
87,4.193093930290045,-3.479638543920826,0
88,-5.570921645058159,-0.629662017014951,1
89,-6.109675563875637,0.2320931060265351,1
90,-5.9637308548624475,0.8687629671181695,1
91,-5.9070375597766205,2.793020200114208,1
92,4.51805357711092,-5.6270881234287735,0
93,5.322438001146837,-5.492875853397212,0
94,3.852565134975165,-4.114253594235281,0
95,3.6539875971152824,-4.6136296485276445,0
96,3.562572328304781,-2.619450971111761,0
97,-3.9908873515845578,1.4596600358975789,1
98,4.8620634966793626,-4.804779217336022,0
99,-7.2834785586857755,1.1899458545263604,1
100,-4.117993772388525,2.2920131402436947,1
101,-6.127813396812594,1.1875892502915324,1
102,-3.740208521867274,2.6976963127436075,1
103,2.477361817478344,-5.677260031997154,0
104,-5.549609030467112,0.029992607950755645,1
105,2.4043104410699128,-2.9018029277173536,0
106,5.319900517033576,-5.6637046191080405,0
107,-4.203264161362111,1.235763308410331,1
108,-5.938683532087361,-0.9868574020788685,1
109,3.8011601251686846,-4.452610294789387,0
110,-5.363660976448297,2.8244900310723438,1
111,3.7240139984780183,-5.1862959054653395,0
112,-5.429299265427544,2.008629106438282,1
113,-5.617377354278858,1.8402872245282715,1
114,4.077606585970729,-4.478124794135453,0
115,3.7974464815624076,-4.794622570021922,0
116,2.8808866206349975,-5.169217032865532,0
117,3.4769938218030356,-2.8074264657607024,0
118,3.0619802637397497,-5.827077517371475,0
119,4.041843554165765,-3.3718707840838005,0
120,-5.9134020160142935,-0.7098970398440692,1
121,-4.496768561776698,0.5940329648952853,1
122,4.38630737735596,-3.4161860532349513,0
123,3.9666323381901103,-4.398575132408131,0
124,-6.158955735025101,0.15551363075261904,1
125,4.999302310884584,-5.186540317552354,0
126,-4.718251442318651,1.7374343978556765,1
127,-5.854204515313099,0.8681028283140202,1
128,3.5490926148455513,-3.9646197812410886,0
129,4.933437609836109,-3.891026901817555,0
130,4.193774248051925,-3.9688179836109696,0
131,1.810122657600021,-3.543206339181064,0
132,5.110180894016346,-1.916084958778908,0
133,4.074222387993706,-3.7332227008802357,0
134,4.445847456048742,-6.409199151572615,0
135,-4.130489176333603,-0.478976548776038,1
136,-4.93672349959765,-0.053559089100222446,1
137,3.8339718154209113,-4.459075365189205,0
138,3.856225493046529,-2.283384516233174,0
139,-5.5326544574568555,0.5175052181945481,1
140,-5.2768953582385745,1.6909910931377399,1
141,-6.292213646934557,1.8420790212058713,1
142,3.7352394189342655,-4.478429329270001,0
143,-4.9562266523024014,0.8841101107679008,1
144,-7.182413057259204,0.48491162389296094,1
145,3.815258891669875,-3.434783187399188,0
146,-6.155295792059091,1.493165435849773,1
147,5.276239690481734,-6.32309686654053,0
148,5.444942514637114,-4.558312532721432,0
149,3.8175460737551887,-4.3670834720242215,0
150,5.71042866786152,-3.444986176816122,0
151,3.2544704046128086,-4.549230793032798,0
152,-5.544644147119737,-0.975437798778608,1
153,-6.753140064266243,1.636805472015829,1
154,4.957550279355206,-2.462747009111338,0
155,2.5345078823626173,-4.795453097981469,0
156,-6.746128497710386,1.3726224217631575,1
157,-5.458316450884979,-0.30481930498249676,1
158,-5.424818402919346,-0.2648050539203386,1
159,4.28236281777394,-5.341372536193461,0
160,2.9831846391100436,-2.2367813064516504,0
161,-5.5364573994115185,-1.0509039648088798,1
162,-5.233489754450031,1.838083432539452,1
163,-3.6224939573991826,0.984461976276512,1
164,-3.145723928288597,1.111061321722866,1
165,-5.401776412486137,1.0421391249675385,1
166,3.612665110764646,-5.193355212549125,0
167,3.8305343645374745,-3.9652480271644284,0
168,-5.555699372283431,3.2611987172482033,1
169,-5.841075637123001,0.23396542000767018,1
170,-4.775065717753212,2.220708022310239,1
171,-4.828613194068644,-0.35039908776396667,1
172,-4.995619720917236,0.6891862274427774,1
173,3.6958384731652645,-4.326520005025869,0
174,-4.524868965855855,0.5232686879207809,1
175,4.885985643013244,-5.695939215027863,0
176,-4.743836670084569,1.9504686756150027,1
177,4.955386076889375,-5.284858244429257,0
178,-6.468487333004662,0.0262276419940628,1
179,4.732038443832282,-4.975361797867657,0
180,3.9717713200714893,-1.645668871825384,0
181,-5.852008659487292,1.456730045859508,1
182,4.133935646614023,-4.082161483600223,0
183,4.9684619262411704,-3.4905181941296286,0
184,2.3683532005198686,-6.202800191756763,0
185,4.256672014226286,-5.179977337059312,0
186,4.241931758146737,-5.2418905897990555,0
187,-4.345073832518407,-0.562986656670986,1
188,5.138346531964608,-2.4416526530856277,0
189,-6.151700499159676,2.205453055252952,1
190,3.752721220141635,-3.8287815640897143,0
191,-4.472595195647684,1.4575631961029158,1
192,1.8450699999563627,-4.584303822280354,0
193,3.141170822398108,-2.8686657413083374,0
194,-4.869815715628128,1.867381967109512,1
195,3.5857246756863423,-4.073100321991624,0
196,3.4606471383936044,-3.9496289496467676,0
197,3.253808063585788,-3.854265925667648,0
198,-4.713446629139709,1.6512849482766678,1
199,-7.971025287492671,2.214486331097045,1
200,3.8121295284538634,-4.016784660559308,0
201,4.895828878839472,-5.181878653628297,0
202,-7.710581810397091,3.1241251391679734,1
203,-4.899879100042781,0.790845336281944,1
204,-4.901510936710068,0.5754571388902336,1
205,4.383148219380835,-4.868176122530096,0
