,X1,X2,X3,X4,y
0,0.24976280747488944,5.918883010922784,2.15044672200547,0.10308665875563976,1
1,0.6269175168940333,-0.16454433862739964,-1.5162733211967554,-0.0006091768544088089,0
2,1.4516595613850267,-1.892002478962443,0.8908849677771415,-0.7926176539563876,0
3,-0.5288392811907391,-1.3128016433312797,0.16100224938865676,0.38900535539694425,0
4,-0.9533666906786533,4.321063812195877,-0.5269568243754371,-1.1884562022443954,1
5,0.8463292793326784,2.7637762130926973,-2.3408173752418895,2.464375897987411,0
6,0.04126052534659858,2.2030129046888205,0.12405372832374484,0.3159050596729654,1
7,0.6790111312630782,-1.8580823655741006,0.261325225122313,0.4209334372997278,0
8,1.881123805715614,2.457615792684036,-1.2625050988369837,-0.040036512912498386,1
9,1.8332155909210919,2.7686021235742264,0.7399871073670972,0.5559254481787334,1
10,1.0154167591729117,6.011446018604447,1.3440206755930495,-0.4121203372890991,1
11,-0.2345640514438733,-0.4789174657477075,0.36385648013269495,-0.013677371865831095,0
12,-0.47882436330807643,2.835026121811301,2.976469759225897,2.1292443858957877,1
13,-0.7059472999540877,0.8858862973698642,-0.6617071537334214,-0.8487973483417168,0
14,0.15206373600768852,-1.9519570380826565,-2.1573072653942416,-0.7705503524530809,0
15,-0.2996758927923449,1.8062032496281273,-0.47173550709862067,-0.06346803994925972,1
16,-2.0394925035872924,-2.7931937691891164,0.8268344093547598,-0.5392233172753436,0
17,0.4566568282239187,3.0732536908036043,0.7168070368840149,-0.46483127832491117,1
18,1.15815813031659,5.015163775145664,-1.3914233175393051,-0.10926812327283815,1
19,0.17593610278794775,-1.5072705884155095,0.9131401842662389,0.5434736631523126,0
20,0.9460379711214052,-2.746410446250389,-0.5742469847681897,0.4631743412332549,0
21,-1.0358945586580317,2.832711572885938,-0.29363900145506083,0.4432981388298556,1
22,-0.7931165278941785,2.1341160113497812,0.10205443761531234,0.5588690152193175,1
23,-1.217039181300748,-5.7660839269373465,0.5663210272728871,-0.8474632044995728,0
24,1.193920971522184,-5.392146441993779,1.3026938909691268,-0.48276561964076087,0
25,0.09340650201096197,3.6958271459713123,-1.320910298092368,-0.36298179001469,1
26,-0.5461410577356597,-2.1450031873048374,-0.1920034291893207,-0.5824555724153402,0
27,-1.2362061398878956,-3.0379472385380417,-0.3885033321475049,0.23570430654258226,0
28,-1.3815337224977309,2.9032814914938614,1.099156678028524,1.2610340943302034,1
29,-1.180143702004857,-4.578906303599955,2.1412050173113446,1.2980203054390858,0
30,0.29608238986433844,1.824938395570145,-0.35706014286705423,0.7796556605149783,1
31,0.46044127012484504,1.0655585593699133,-0.34508541821195204,1.0832304223506357,1
32,-0.18711750662629856,0.7125344383536338,-1.1244995155646351,-0.026871002879153012,0
33,-0.03461595112160545,0.23974111327707037,-0.28724804886528543,-0.1322641754950623,0
34,0.2449078118611973,-1.9905866654392907,-0.2296981507320054,-0.534924299637768,0
35,-0.5759126691063846,-3.9217043714127984,0.5505048535842766,0.3322027841917629,0
36,2.6012763186645826,6.304411811722769,-0.9354388398538589,0.3276953116626374,1
37,-0.02660646333322859,3.2433027888197987,-0.8563483998519782,0.6179205574863985,1
38,-1.2563312898346801,4.32977895067657,-0.9590899505141361,-0.057768961437245546,1
39,0.9545545205128653,-0.5764614577693741,1.2498731716998424,-0.5234811082897165,1
40,0.7009943422549343,-0.0588398641299456,1.561346998169726,0.12796936942692316,1
41,0.0014900711895052018,1.6969758315298378,0.004918273996025742,-0.795458530932184,1
42,-0.41126051395506397,-4.8976199637385305,-0.7264875825466331,-0.3700239349290048,0
43,-0.8852680052421797,1.1208968544289548,-0.22451095519384526,-0.2703463619777398,0
44,1.3034503522464689,0.8998599021129754,-0.5347276058014727,-0.23580368968153456,1
45,0.6409036305589756,-4.685108089412624,-0.4362115675524855,0.5866581009273928,0
46,-0.4803266910772368,-1.0736923347563867,-0.058983164607965904,-0.9166713835247747,0
47,0.011971109342167326,-4.369259649411267,-0.7956310561223017,0.7874540084449732,0
48,0.4438786322125435,6.222165365074629,-0.6444428097809496,0.833268824839061,1
49,-0.6727989950949669,2.0129080302878184,1.3796744204175795,-0.8410254022216304,1
50,0.3377958634949989,0.8052032582675265,0.14198991185559642,0.0791482961003467,1
51,0.7851145432798162,1.5475280437421977,-0.31138633252146447,0.9156583829067826,1
52,-0.8091337618955616,2.291526024685835,0.21103014735685097,-0.28335564123513796,1
53,-0.010033547680729123,3.4761849398350924,0.8304346074193419,-1.4383205400800636,1
54,0.5654771966218418,2.063648441028327,0.8781457363807443,-0.20619018938708508,1
55,0.4833195282611566,-0.5084805100708099,-0.8090841836579401,-1.4110794897732735,0
56,-1.417709672181917,-1.0819905771845297,-0.5895992562943827,-1.1977238512711588,0
